"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","7545"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","20","North Western Region","Number","2895"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","30","Eastern Region","Number","4629"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","40","Southern Region","Number","4932"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","IE0","State","Number","20001"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","1137"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","20","North Western Region","Number","430"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","30","Eastern Region","Number","442"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","40","Southern Region","Number","521"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","IE0","State","Number","2530"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","7697"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","20","North Western Region","Number","3450"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","30","Eastern Region","Number","4009"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","40","Southern Region","Number","4147"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","IE0","State","Number","19303"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","10343"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","20","North Western Region","Number","5703"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","30","Eastern Region","Number","5302"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","40","Southern Region","Number","7045"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","IE0","State","Number","28393"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","6081"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","1587"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","2425"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","2298"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","12391"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","10","Dublin Metropolitan Region","Number","23"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","20","North Western Region","Number","17"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","30","Eastern Region","Number","23"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","40","Southern Region","Number","18"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","IE0","State","Number","81"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","10","Dublin Metropolitan Region","Number","1199"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","20","North Western Region","Number","792"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","30","Eastern Region","Number","944"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","40","Southern Region","Number","865"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","IE0","State","Number","3800"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","7543"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","5190"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","5474"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","5658"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","23865"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","2122"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","20","North Western Region","Number","2117"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","30","Eastern Region","Number","2035"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","40","Southern Region","Number","1952"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","IE0","State","Number","8226"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","58"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","20","North Western Region","Number","36"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","30","Eastern Region","Number","32"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","40","Southern Region","Number","33"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","IE0","State","Number","159"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","1201"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","204"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","348"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","316"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","2069"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","4059"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","20","North Western Region","Number","1421"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","30","Eastern Region","Number","2495"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","40","Southern Region","Number","1485"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","IE0","State","Number","9460"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","35126"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","20","North Western Region","Number","6947"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","30","Eastern Region","Number","12179"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","40","Southern Region","Number","11694"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","IE0","State","Number","65946"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","4680"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","20","North Western Region","Number","2190"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","2401"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","40","Southern Region","Number","2442"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","IE0","State","Number","11713"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","6623"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","20","North Western Region","Number","2205"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","30","Eastern Region","Number","4625"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","40","Southern Region","Number","3833"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","IE0","State","Number","17286"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","1187"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","20","North Western Region","Number","421"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","30","Eastern Region","Number","509"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","40","Southern Region","Number","511"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","IE0","State","Number","2628"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","9152"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","20","North Western Region","Number","3604"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","30","Eastern Region","Number","4680"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","40","Southern Region","Number","4272"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","IE0","State","Number","21708"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","11309"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","20","North Western Region","Number","6409"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","30","Eastern Region","Number","6033"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","40","Southern Region","Number","7536"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","IE0","State","Number","31287"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","8560"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","1505"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","2583"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","2818"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","15466"
"RCD06C01","Recorded crimes","2023","2023","01","Homicide Offences","10","Dublin Metropolitan Region","Number","18"
