statistic,statistic_label,tlist(a1),year,c02480v03003,type_of_offence,c02479v04377,garda_region,unit,value
RCD06C01,Recorded crimes,2021,2021,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,7545.0
RCD06C01,Recorded crimes,2021,2021,10,Controlled Drug Offences,20,North Western Region,Number,2895.0
RCD06C01,Recorded crimes,2021,2021,10,Controlled Drug Offences,30,Eastern Region,Number,4629.0
RCD06C01,Recorded crimes,2021,2021,10,Controlled Drug Offences,40,Southern Region,Number,4932.0
RCD06C01,Recorded crimes,2021,2021,10,Controlled Drug Offences,IE0,State,Number,20001.0
RCD06C01,Recorded crimes,2021,2021,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,1137.0
RCD06C01,Recorded crimes,2021,2021,11,Weapons and Explosives Offences,20,North Western Region,Number,430.0
RCD06C01,Recorded crimes,2021,2021,11,Weapons and Explosives Offences,30,Eastern Region,Number,442.0
RCD06C01,Recorded crimes,2021,2021,11,Weapons and Explosives Offences,40,Southern Region,Number,521.0
RCD06C01,Recorded crimes,2021,2021,11,Weapons and Explosives Offences,IE0,State,Number,2530.0
RCD06C01,Recorded crimes,2021,2021,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,7697.0
RCD06C01,Recorded crimes,2021,2021,12,Damage to Property and to the Environment,20,North Western Region,Number,3450.0
RCD06C01,Recorded crimes,2021,2021,12,Damage to Property and to the Environment,30,Eastern Region,Number,4009.0
RCD06C01,Recorded crimes,2021,2021,12,Damage to Property and to the Environment,40,Southern Region,Number,4147.0
RCD06C01,Recorded crimes,2021,2021,12,Damage to Property and to the Environment,IE0,State,Number,19303.0
RCD06C01,Recorded crimes,2021,2021,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,10343.0
RCD06C01,Recorded crimes,2021,2021,13,Public Order and other Social Code Offences,20,North Western Region,Number,5703.0
RCD06C01,Recorded crimes,2021,2021,13,Public Order and other Social Code Offences,30,Eastern Region,Number,5302.0
RCD06C01,Recorded crimes,2021,2021,13,Public Order and other Social Code Offences,40,Southern Region,Number,7045.0
RCD06C01,Recorded crimes,2021,2021,13,Public Order and other Social Code Offences,IE0,State,Number,28393.0
RCD06C01,Recorded crimes,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,6081.0
RCD06C01,Recorded crimes,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,1587.0
RCD06C01,Recorded crimes,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,2425.0
RCD06C01,Recorded crimes,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,2298.0
RCD06C01,Recorded crimes,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,12391.0
RCD06C01,Recorded crimes,2022,2022,1,Homicide Offences,10,Dublin Metropolitan Region,Number,23.0
RCD06C01,Recorded crimes,2022,2022,1,Homicide Offences,20,North Western Region,Number,17.0
RCD06C01,Recorded crimes,2022,2022,1,Homicide Offences,30,Eastern Region,Number,23.0
RCD06C01,Recorded crimes,2022,2022,1,Homicide Offences,40,Southern Region,Number,18.0
RCD06C01,Recorded crimes,2022,2022,1,Homicide Offences,IE0,State,Number,81.0
RCD06C01,Recorded crimes,2022,2022,2,Sexual Offences,10,Dublin Metropolitan Region,Number,1199.0
RCD06C01,Recorded crimes,2022,2022,2,Sexual Offences,20,North Western Region,Number,792.0
RCD06C01,Recorded crimes,2022,2022,2,Sexual Offences,30,Eastern Region,Number,944.0
RCD06C01,Recorded crimes,2022,2022,2,Sexual Offences,40,Southern Region,Number,865.0
RCD06C01,Recorded crimes,2022,2022,2,Sexual Offences,IE0,State,Number,3800.0
RCD06C01,Recorded crimes,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,7543.0
RCD06C01,Recorded crimes,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,5190.0
RCD06C01,Recorded crimes,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,5474.0
RCD06C01,Recorded crimes,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,5658.0
RCD06C01,Recorded crimes,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,23865.0
RCD06C01,Recorded crimes,2022,2022,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,2122.0
RCD06C01,Recorded crimes,2022,2022,4,Dangerous or Negligent Acts,20,North Western Region,Number,2117.0
RCD06C01,Recorded crimes,2022,2022,4,Dangerous or Negligent Acts,30,Eastern Region,Number,2035.0
RCD06C01,Recorded crimes,2022,2022,4,Dangerous or Negligent Acts,40,Southern Region,Number,1952.0
RCD06C01,Recorded crimes,2022,2022,4,Dangerous or Negligent Acts,IE0,State,Number,8226.0
RCD06C01,Recorded crimes,2022,2022,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,58.0
RCD06C01,Recorded crimes,2022,2022,5,Kidnapping and Related Offences,20,North Western Region,Number,36.0
RCD06C01,Recorded crimes,2022,2022,5,Kidnapping and Related Offences,30,Eastern Region,Number,32.0
RCD06C01,Recorded crimes,2022,2022,5,Kidnapping and Related Offences,40,Southern Region,Number,33.0
RCD06C01,Recorded crimes,2022,2022,5,Kidnapping and Related Offences,IE0,State,Number,159.0
RCD06C01,Recorded crimes,2022,2022,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,1201.0
RCD06C01,Recorded crimes,2022,2022,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,204.0
RCD06C01,Recorded crimes,2022,2022,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,348.0
RCD06C01,Recorded crimes,2022,2022,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,316.0
RCD06C01,Recorded crimes,2022,2022,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,2069.0
RCD06C01,Recorded crimes,2022,2022,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,4059.0
RCD06C01,Recorded crimes,2022,2022,7,Burglary and Related Offences,20,North Western Region,Number,1421.0
RCD06C01,Recorded crimes,2022,2022,7,Burglary and Related Offences,30,Eastern Region,Number,2495.0
RCD06C01,Recorded crimes,2022,2022,7,Burglary and Related Offences,40,Southern Region,Number,1485.0
RCD06C01,Recorded crimes,2022,2022,7,Burglary and Related Offences,IE0,State,Number,9460.0
RCD06C01,Recorded crimes,2022,2022,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,35126.0
RCD06C01,Recorded crimes,2022,2022,8,Theft and Related Offences,20,North Western Region,Number,6947.0
RCD06C01,Recorded crimes,2022,2022,8,Theft and Related Offences,30,Eastern Region,Number,12179.0
RCD06C01,Recorded crimes,2022,2022,8,Theft and Related Offences,40,Southern Region,Number,11694.0
RCD06C01,Recorded crimes,2022,2022,8,Theft and Related Offences,IE0,State,Number,65946.0
RCD06C01,Recorded crimes,2022,2022,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,4680.0
RCD06C01,Recorded crimes,2022,2022,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,2190.0
RCD06C01,Recorded crimes,2022,2022,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,2401.0
RCD06C01,Recorded crimes,2022,2022,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,2442.0
RCD06C01,Recorded crimes,2022,2022,9,"Fraud, Deception and Related Offences",IE0,State,Number,11713.0
RCD06C01,Recorded crimes,2022,2022,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,6623.0
RCD06C01,Recorded crimes,2022,2022,10,Controlled Drug Offences,20,North Western Region,Number,2205.0
RCD06C01,Recorded crimes,2022,2022,10,Controlled Drug Offences,30,Eastern Region,Number,4625.0
RCD06C01,Recorded crimes,2022,2022,10,Controlled Drug Offences,40,Southern Region,Number,3833.0
RCD06C01,Recorded crimes,2022,2022,10,Controlled Drug Offences,IE0,State,Number,17286.0
RCD06C01,Recorded crimes,2022,2022,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,1187.0
RCD06C01,Recorded crimes,2022,2022,11,Weapons and Explosives Offences,20,North Western Region,Number,421.0
RCD06C01,Recorded crimes,2022,2022,11,Weapons and Explosives Offences,30,Eastern Region,Number,509.0
RCD06C01,Recorded crimes,2022,2022,11,Weapons and Explosives Offences,40,Southern Region,Number,511.0
RCD06C01,Recorded crimes,2022,2022,11,Weapons and Explosives Offences,IE0,State,Number,2628.0
RCD06C01,Recorded crimes,2022,2022,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,9152.0
RCD06C01,Recorded crimes,2022,2022,12,Damage to Property and to the Environment,20,North Western Region,Number,3604.0
RCD06C01,Recorded crimes,2022,2022,12,Damage to Property and to the Environment,30,Eastern Region,Number,4680.0
RCD06C01,Recorded crimes,2022,2022,12,Damage to Property and to the Environment,40,Southern Region,Number,4272.0
RCD06C01,Recorded crimes,2022,2022,12,Damage to Property and to the Environment,IE0,State,Number,21708.0
RCD06C01,Recorded crimes,2022,2022,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,11309.0
RCD06C01,Recorded crimes,2022,2022,13,Public Order and other Social Code Offences,20,North Western Region,Number,6409.0
RCD06C01,Recorded crimes,2022,2022,13,Public Order and other Social Code Offences,30,Eastern Region,Number,6033.0
RCD06C01,Recorded crimes,2022,2022,13,Public Order and other Social Code Offences,40,Southern Region,Number,7536.0
RCD06C01,Recorded crimes,2022,2022,13,Public Order and other Social Code Offences,IE0,State,Number,31287.0
RCD06C01,Recorded crimes,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,8560.0
RCD06C01,Recorded crimes,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,1505.0
RCD06C01,Recorded crimes,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,2583.0
RCD06C01,Recorded crimes,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,2818.0
RCD06C01,Recorded crimes,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,15466.0
RCD06C01,Recorded crimes,2023,2023,1,Homicide Offences,10,Dublin Metropolitan Region,Number,18.0
RCD06C01,Recorded crimes,2023,2023,1,Homicide Offences,20,North Western Region,Number,21.0
RCD06C01,Recorded crimes,2023,2023,1,Homicide Offences,30,Eastern Region,Number,13.0
RCD06C01,Recorded crimes,2023,2023,1,Homicide Offences,40,Southern Region,Number,22.0
RCD06C01,Recorded crimes,2023,2023,1,Homicide Offences,IE0,State,Number,74.0
RCD06C01,Recorded crimes,2023,2023,2,Sexual Offences,10,Dublin Metropolitan Region,Number,1072.0
RCD06C01,Recorded crimes,2023,2023,2,Sexual Offences,20,North Western Region,Number,769.0
RCD06C01,Recorded crimes,2023,2023,2,Sexual Offences,30,Eastern Region,Number,808.0
RCD06C01,Recorded crimes,2023,2023,2,Sexual Offences,40,Southern Region,Number,758.0
RCD06C01,Recorded crimes,2023,2023,2,Sexual Offences,IE0,State,Number,3407.0
RCD06C01,Recorded crimes,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,7833.0
RCD06C01,Recorded crimes,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,4993.0
RCD06C01,Recorded crimes,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,5364.0
RCD06C01,Recorded crimes,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,5680.0
RCD06C01,Recorded crimes,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,23870.0
RCD06C01,Recorded crimes,2023,2023,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,1701.0
RCD06C01,Recorded crimes,2023,2023,4,Dangerous or Negligent Acts,20,North Western Region,Number,2033.0
RCD06C01,Recorded crimes,2023,2023,4,Dangerous or Negligent Acts,30,Eastern Region,Number,2027.0
RCD06C01,Recorded crimes,2023,2023,4,Dangerous or Negligent Acts,40,Southern Region,Number,1890.0
RCD06C01,Recorded crimes,2023,2023,4,Dangerous or Negligent Acts,IE0,State,Number,7651.0
RCD06C01,Recorded crimes,2023,2023,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,54.0
RCD06C01,Recorded crimes,2023,2023,5,Kidnapping and Related Offences,20,North Western Region,Number,29.0
RCD06C01,Recorded crimes,2023,2023,5,Kidnapping and Related Offences,30,Eastern Region,Number,29.0
RCD06C01,Recorded crimes,2023,2023,5,Kidnapping and Related Offences,40,Southern Region,Number,35.0
RCD06C01,Recorded crimes,2023,2023,5,Kidnapping and Related Offences,IE0,State,Number,147.0
RCD06C01,Recorded crimes,2023,2023,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,1453.0
RCD06C01,Recorded crimes,2023,2023,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,295.0
RCD06C01,Recorded crimes,2023,2023,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,420.0
RCD06C01,Recorded crimes,2023,2023,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,439.0
RCD06C01,Recorded crimes,2023,2023,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,2607.0
RCD06C01,Recorded crimes,2023,2023,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,3895.0
RCD06C01,Recorded crimes,2023,2023,7,Burglary and Related Offences,20,North Western Region,Number,1660.0
RCD06C01,Recorded crimes,2023,2023,7,Burglary and Related Offences,30,Eastern Region,Number,2390.0
RCD06C01,Recorded crimes,2023,2023,7,Burglary and Related Offences,40,Southern Region,Number,1615.0
RCD06C01,Recorded crimes,2023,2023,7,Burglary and Related Offences,IE0,State,Number,9560.0
RCD06C01,Recorded crimes,2023,2023,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,37726.0
RCD06C01,Recorded crimes,2023,2023,8,Theft and Related Offences,20,North Western Region,Number,8430.0
RCD06C01,Recorded crimes,2023,2023,8,Theft and Related Offences,30,Eastern Region,Number,14462.0
RCD06C01,Recorded crimes,2023,2023,8,Theft and Related Offences,40,Southern Region,Number,13195.0
RCD06C01,Recorded crimes,2023,2023,8,Theft and Related Offences,IE0,State,Number,73813.0
RCD06C01,Recorded crimes,2023,2023,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,4673.0
RCD06C01,Recorded crimes,2023,2023,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,2328.0
RCD06C01,Recorded crimes,2023,2023,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,2852.0
RCD06C01,Recorded crimes,2023,2023,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,2499.0
RCD06C01,Recorded crimes,2023,2023,9,"Fraud, Deception and Related Offences",IE0,State,Number,12352.0
RCD06C01,Recorded crimes,2023,2023,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,6599.0
RCD06C01,Recorded crimes,2023,2023,10,Controlled Drug Offences,20,North Western Region,Number,2255.0
RCD06C01,Recorded crimes,2023,2023,10,Controlled Drug Offences,30,Eastern Region,Number,4648.0
RCD06C01,Recorded crimes,2023,2023,10,Controlled Drug Offences,40,Southern Region,Number,3782.0
RCD06C01,Recorded crimes,2023,2023,10,Controlled Drug Offences,IE0,State,Number,17284.0
RCD06C01,Recorded crimes,2023,2023,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,1233.0
RCD06C01,Recorded crimes,2023,2023,11,Weapons and Explosives Offences,20,North Western Region,Number,439.0
RCD06C01,Recorded crimes,2023,2023,11,Weapons and Explosives Offences,30,Eastern Region,Number,521.0
RCD06C01,Recorded crimes,2023,2023,11,Weapons and Explosives Offences,40,Southern Region,Number,569.0
RCD06C01,Recorded crimes,2023,2023,11,Weapons and Explosives Offences,IE0,State,Number,2762.0
RCD06C01,Recorded crimes,2023,2023,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,9097.0
RCD06C01,Recorded crimes,2023,2023,12,Damage to Property and to the Environment,20,North Western Region,Number,3849.0
RCD06C01,Recorded crimes,2023,2023,12,Damage to Property and to the Environment,30,Eastern Region,Number,4834.0
RCD06C01,Recorded crimes,2023,2023,12,Damage to Property and to the Environment,40,Southern Region,Number,4663.0
RCD06C01,Recorded crimes,2023,2023,12,Damage to Property and to the Environment,IE0,State,Number,22443.0
RCD06C01,Recorded crimes,2023,2023,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,10236.0
RCD06C01,Recorded crimes,2023,2023,13,Public Order and other Social Code Offences,20,North Western Region,Number,5775.0
RCD06C01,Recorded crimes,2023,2023,13,Public Order and other Social Code Offences,30,Eastern Region,Number,5851.0
RCD06C01,Recorded crimes,2023,2023,13,Public Order and other Social Code Offences,40,Southern Region,Number,6984.0
